209	
1	Mírzá Muḥammad-‘Alíy-i-Nahri	Mirza Muhammad 'Aliy-i-Nahri
1	Mírzá Yaḥyá Núrí, Ṣubḥ-i-Azal. Ṭihrání	Mirza Yahya Nuri, Subh-i Azal. Tihrani
1	Mírzá Yaḥyá, Ṣubḥ-i-Azal	Mirza Yahya, Subh-i Azal
6	Mírzá ‘Alí-Akbar	Mirza 'Ali Akbar
3	Mírzá ‘Alí-Akbar	Mirza Ali Akbar
1	Mírzá ‘Alí-Akbar, Mírzá Aḥmad	Mirza Ali Akbar, Mirza Ahmad
1	Mírzá ‘Alí-Akbar, [Mírzá] Sohrab, and Mírzá Maḥmúd	Mirza Ali Akbar, [Mirza] Sohrab, and Mirza Mahmood
1	Mírzá ‘Alí-Akbar, [‘Alí	Mirza Ali Akbar, [Ali
1	Mírzá ‘Alí-Akbar, and Mírzá	Mirza Ali Akbar, and Mirza
1	Mírzá ‘Alí-Akbar, Ḥájí Níáz	Mirza Ali Akbar, Haji Niaz
1	Mírzá ‘Alí-Muḥammad	Mirza 'Ali Muhamad
5	Mírzá ‘Alí-Muḥammad	Mirza 'Ali Muhammad
1	Mírzá ‘Alí-Muḥammad	Mirza 'Alí Muhammad
1	Mírzá ‘Alí-Muḥammad	Mirza Ali Mahomet
1	Mírzá ‘Alí-Muḥammad	Mirza Ali Mohamed
1	Mírzá ‘Alí-Muḥammad	Mirza Ali Mohammed
2	Mírzá ‘Alí-Muḥammad	Mirza Ali Muhammad
1	Mírzá ‘Alí-Muḥammad	Mirza ‘Ali Muhammad
2	Mírzá ‘Alí-Muḥammad the Báb	Mirza 'Ali Muhammad the Bab
1	Mírzá ‘Alí-Muḥammad the Báb	Mirza Ali Muhammad the Bab
2	Mírzá ‘Alí-Muḥammad the Báb}	Mirza 'Ali Muhammad the Bab}
1	Mírzá ‘Alí-Muḥammad Áqá	Mirza 'Ali Muhammad Aqa
2	Mírzá ‘Alí-Muḥammad, the Báb	Mirza 'Ali Muhammad, the Bab
1	Mírzá ‘Alí-Muḥammad-i-Varqá	Mirza ‘Ali Muhammad-i-Varqa
1	Mírzá ‘Azízu’lláh <u>Kh</u>án, Mírzá ‘Alí-Muḥammad <u>Kh</u>án	Mirza Azzizollah Khan, Mirza Ali Mohammed Khan
1	Mírzá Ḥaydar-‘Alí	Mirza Haydar 'Ali
1	Mírzá Ḥaydar-‘Alí	Mirza Haydar Ali
1	Mírzá Ḥaydar-‘Alí	Mirza Haydar ‘Ali
1	Mírzá' ‘Alí-Muḥammad the Báb	Mirza' Ali Muhammad the Bab
1	Mírzá'Abdu'r-Raḥím	Mirza'Abdu'r-Rahim
10	Mírzá's	Mirza's
1	Mírzá'‘Abdu’l-Karim-i-Ardibili	Mirza'Abdu'l-Karim-i-Ardibili
1	Mírzá'‘Abdu’lláh	Mirza'Abdu'llah
1	Mírzá,'t	Mirza,'t
1	Mírzá-	Mirza-
1	Mírzá-Abu’l-Faḍl	Mirza-Abul Fazl
2	Mírzá-Abu’l-Faḍl	Mirza-Abul-Fazl
1	Mírzá-Abu’l-Faḍl	Mirza-Abu’l-Fazl
1	Mírzá-Abu’l-Faḍl’s	Mirza-Abul-Fazl’s
1	Mírzá-Asadu’lláh	Mirza-Assadullah
1	Mírzá-Ayoob	Mirza-Ayoob
1	Mírzá-Bozork	Mirza-Bozork
1	Mírzá-Muḥammad-Riḍá	Mirza-Mohammed-Reza
1	Mírzá-Nejef-‘Alí	Mirza-Nejef-Ali
1	Mírzá-Riḍá	Mirza-Reza
1	Mírzá-Rúḥá’llah	Mirza-Rouha’llah
1	Mírzá-Seyd-Muḥammad	Mirza-Seyd-Muhammed
1	Mírzá-Taqí-<u>Kh</u>án	Mirza-Taki-Khan
1	Mírzá-Yaḥyá	Mirza-Yahya
1	Mírzá-yi	Mirza-yi
1	Mírzá-yi-Farhang	Mirza-yi-Farhang
1	Mírzá-yi-Sh~raz~	Mirza-yi-Sh~raz~
1	Mírzá-yi-Yezdani	Mirza-yi-Yezdani
1	Mírzá-Áqá	Mirza-Aqa
1	Mírzá-Áqá-<u>Kh</u>án	Mirza-Aga-Khan
1	Mírzá-Áqáy-i-Rikab-Saz	Mirza-Aqay-i-Rikab-Saz
1	Mírzá-‘Abbás	Mirza-Abbas
1	Mírzá-‘Abdu’l-Karim	Mirza-Abdul-Karim
1	Mírzá-‘Alí-ASkar	Mirza-Ali-ASkar
1	Mírzá-‘Alí-Muḥammad	Mirza-Ali-Mohammed
1	Mírzá-Ḥasan	Mirza-Hassan
1	Mírzá-Ḥasan-<u>Kh</u>án	Mirza-Hassan-Khan
1	Mírzá-Ḥaydar-‘Alí	Mirza-Heydar-Ali
1	Mírzás	Mirzas
4	Mírzáy-i-<u>Sh</u>írází	Mirzay-i-Shirazi
2	Mírzáy-i-Afnán	Mirzay-i-Afnan
3	Mírzáy-i-Halabi-Saz	Mirzay-i-Halabi-Saz
1	Mírzáy-i-Hamadani	Mirzay-i-Hamadani
1	Mírzáy-i-Mawzun	Mirzay-i-Mawzun
1	Mírzá~	Mirza~
1	N&iri'd-Dín	N&iri'd-Din
1	N+iri'd-Dín	N+iri'd-Din
1	N6ru'd-Dín	N6ru'd-Din
1	NABÍL	NABIL
2	NABÍL'S	NABIL'S
10	NABÍL-I-A'ZAM	NABIL-I-A'ZAM
1	NASIRU'D-DÍN	NASIRU'D-DIN
2	NAW-RÚZ	NAW-RUZ
2	NAW-RÚZ	NAWRUZ
2	NAYRÍZ	NAYRIZ
1	NSA/Bahá’í	NSA/Baha'i
1	Na'im-i-Núrí	Na'im-i-Nuri
1	Na'mi-i-Núrí	Na'mi-i-Nuri
1	Na.siru'd-Dín	Na.siru'd-Din
65	Nabíl	Nabil
57	Nabíl's	Nabil's
1	Nabíl)+	Nabil)+
3	Nabíl-A'zam	Nabil-A'zam
1	Nabíl-A'zam's	Nabil-A'zam's
1	Nabíl-Akbar	Nabil-Akbar
1	Nabíl-ed-Dovleh	Nabil-ed-Dovleh
5	Nabíl-i	Nabil-i
1	Nabíl-i-	Nabil-i-
1	Nabíl-i-'A'zam	Nabil-i-'A'zam
2	Nabíl-i-'Azam	Nabil-i-'Azam
1	Nabíl-i-A	Nabil-i-A
43	Nabíl-i-A'zam	Nabil-i-A'zam
3	Nabíl-i-A'zam's	Nabil-i-A'zam's
12	Nabíl-i-Akbar	Nabil-i-Akbar
2	Nabíl-i-Akbar's	Nabil-i-Akbar's
3	Nabíl-i-Azam	Nabil-i-Azam
1	Nabíl-i-Azam's	Nabil-i-Azam's
2	Nabíl-i-Dawlih	Nabil-i-Dawlih
2	Nabíl-i-Qá'iní	Nabil-i-Qa'ini
6	Nabíl-i-Zarandi	Nabil-i-Zarandi
1	Nabíl-s	Nabil-s
1	Nabíl.[E	Nabil.[E
1	Nabíli	Nabili
1	Nabíli'd-Dawlih	Nabili'd-Dawlih
1	Nabíli-'d-Dawlih	Nabili-'d-Dawlih
1	Nabíls	Nabils
10	Nabílu'd-Dawlih	Nabilu'd-Dawlih
2	Nabíl}	Nabil}
1	Nabíl’s	Nabil’s
1	Naib-es-Sulṭánah	Naib-es-Sultanah
1	Naib-es-Sulṭáneh	Naib-es-Sultaneh
1	Naisiri'd-Dín	Naisiri'd-Din
7	Najaf-‘Alí	Najaf-'Ali
1	Najaf-‘Alí	Najaf-'Alí
2	Najaf-‘Alíy-i-Zanjani	Najaf-'Aliy-i-Zanjani
1	Najaf-‘Alíy-i-Zanjani	Najaf-Aliy-i-Zanjani
1	Najibu'd-Dín	Najibu'd-Din
1	Najmi'd-Dín	Najmi'd-Din
1	Najmu'd-Dín	Najmu'd-Din
1	Nakkara-khane-i-Sulaymán	Nakkara-khane-i-Suleyman
2	Namiq-Pá<u>sh</u>á	Namiq-Pasha
3	Naqd-‘Alí	Naqd-'Ali
1	Naqd-‘Alí	Naqd-'Alí
1	Nariru’d-Dín	Nariru’d-Din
1	Nas.iru'd-Dín	Nas.iru'd-Din
1	Nasim'd-Dawlih	Nasim'd-Dawla
1	Nasir'd-Dín	Nasir'd-Din
2	Nasir-i-<u>Kh</u>usraw	Nasir-i-Khusraw
1	Nasir-i-<u>Kh</u>usraw's	Nasir-i-Khusraw's
1	Nasirru'd-Dín	Nasirru'd-Din
2	Nasiru'd-Dawlih	Nasiru'd-Dawla
5	Nasiru'd-Dín	Nasiru'd-Din
2	Nasiru'd-Dín's	Nasiru'd-Din's
1	Nasiru'd-Dín-<u>Sh</u>áh	Nasiru'd-Din-Shah
1	Nasiru'd-din-<u>Sh</u>áh	Nasiru'd-din-Shah
2	Nasiru’d-Dín	Nasiru’d-Din
1	Nasir~Z'd-Dín	Nasir~Z'd-Din
3	Nasru'd-Dín	Nasru'd-Din
1	Nasru'llah-<u>Kh</u>án-i-Núrí	Nasru'llah-Khan-i-Nuri
1	Nasru'llah-i-<u>Sh</u>írází	Nasru'llah-i-Shirazi
1	Nasru'llah-i-Núrí	Nasru'llah-i-Nuri
1	Nasru'llah-i-Tafrí<u>sh</u>í	Nasru'llah-i-Tafrishi
1	Nassar-Ed-Din-<u>Sh</u>áh	Nassar-Ed-Din-Shah
1	Nasser’Ud-Din-<u>Sh</u>áh’s	Nasser’Ud-Din-Shah’s
1	Nassr-Ullah-<u>Kh</u>án	Nassr-Ullah-Khan
1	Natijatu'l-Bayán	Natijatu'l-Bayan
32	Navváb	Navvab
3	Navváb's	Navvab's
1	Navváb-Zadih	Navvab-Zadih
2	Navváb-i-Radavi	Navvab-i-Radavi
1	Navváb-i-Raduvi	Navvab-i-Raduvi
1	Naw-Rúz	Nauroz
1	Naw-Rúz	Nauruz
5	Naw-Rúz	Naw Ruz
53	Naw-Rúz	Naw-Ruz
2	Naw-Rúz	Naw-ruz
5	Naw-Rúz	Nawruz
1	Naw-Rúz	Nawrúz
2	Naw-Rúz-‘Alí	Nawruz-'Ali
1	Naw-Rúz}	Naw Ruz}
1	Naw-Rúz}	Naw-Ruz}
28	Nayríz	Nayriz
2	Nayrízí	Nayrizi
1	Nayueb’us-Saltana-Kamran-Mírzá	Nayueb’us-Saltana-Kamran-Mirza
1	Nayyiri-Iṣfahání	Nayyiri-Isfahani
2	Nazar-‘Alí	Nazar-'Ali
1	Nazar-‘Alí	Nazar-'Alí
1	Nazar-‘Alíy-i-Ḥakím-i-Qazvini	Nazar-'Aliy-i-Hakim-i-Qazvini
1	Nazm-i-Badí‘-i-Ilahi	Nazm-i-Badi'-i-Ilahi
1	Naẓar-‘Alí	Naẓar-'Alí
1	Na‘iri'd-Dín	Na‘iri'd-Din
1	Ndsiru'd-Dín	Ndsiru'd-Din
1	NgSiri'd-Dín	NgSiri'd-Din
1	Ni'matu'llah-i-Mázindarání	Ni'matu'llah-i-Mazindarani
1	Niisiri'd-Dín	Niisiri'd-Din
1	Nisiru'd-Dín	Nisiru'd-Din
1	Niyaz-i-Ba<u>gh</u>dádí	Niyaz-i-Baghdadi
1	Nizami'd-Dín	Nizami'd-Din
2	Nizamu'd-Dín	Nizamu'd-Din
2	Non-Bahá’í	Non-Baha'i
4	Non-Bahá’ís	Non-Baha'is
1	Non-Bábí	Non-Babi
1	Nukte'-i-Bayán	Nukte'-i-Beyan
1	Nuqtiy-i-Bayán	Nuqtiy-i-Bayan
1	Nuru'd-Dawlih	Nuru'd-Dawla
9	Nuru'd-Dín	Nuru'd-Din
1	Nuru'd-Dín's	Nuru'd-Din's
2	Nuru'd-Dín-i-Zayn	Nuru'd-Din-i-Zayn
1	Nuru’d-Dín	Nuru’d-Din
1	Nusratu'd-Dawlih	Nusratu'd-Dawla
1	NÁṢIRI’D-DÍN	NASIRI'D-DIN
2	NÚR	NUR
1	NÚR+	NUR+
1	NÚRU’LLÁH	NURU'LLAH
1	NÚRÍ	NURI
2	Náqiḍene	Nakazene
1	Náqiḍín	Nakazeen
1	Náqiḍín	Náqidín
1	Náqiḍín}	Náqidín}
1	Ná’ibu’s-Sulṭánih	Nayeb-us-Saltaneh
52	Náṣiri’d-Dín	Nasiri'd-Din
1	Náṣiri’d-Dín	Nasiri'd-Dín
1	Náṣiri’d-Dín	Násiri'd-Din
5	Náṣiri’d-Dín	Násiri'd-Dín
2	Náṣiri’d-Dín	Náṣiri'd-Dín
2	Náṣiri’d-Dín's	Násiri'd-Dín's
3	Náṣiri’d-Dín-<u>Sh</u>áh	Nasiri'd-Din-Shah
1	Náṣiri’d-Dín-i-Tusi	Nasiri'd-Din-i-Tusi
1	Níáz	Niaz
38	Núr	Nur
1	Núr'u'd-Dín	Nur'u'd-Din
1	Núr-i-Chashm	Nur-i-Chashm
1	Núr-‘Alí	Nur-'Ali
1	Núr-‘Alí	Nur-Ali
6	Núru’lláh	Nuru'llah
1	Núru’lláh	Nurullah
1	Núru’lláh	Nuru’llah
1	Núru’lláh	Núru'lláh
2	Núr}	Nur}
16	Núrí	Nuri
4	Núrí'd-Dín	Nuri'd-Din
2	Núrí'd-Dín's	Nuri'd-Din's
1	Núrí'd-Dín-i-Zayn	Nuri'd-Din-i-Zayn
1	Núrí'ddin-i-Zayn	Nuri'ddin-i-Zayn
1	Núrí’d-Dín	Noureddin
1	Núrí’d-Dín	Nurid-Din
1	Núr’u’lláh	Nourallah
1	Omar-i-<u>Kh</u>ayyám	Omar-i-Khayyam
1	Omar-Áqá	Omar-Aga
1	Oullah-<u>Kh</u>án	Oullah-Khan
1	PARVÍZ	PARVIZ
1	PPdu'l-Bahá314-	PPdu'l-Baha314-
1	PPdu'l-Bahá931-	PPdu'l-Baha931-
2	Paran	Parán
1	Paran	Párán
15	Parvíz	Parviz
1	Payám-i-Bahá’í	Payám-i-Bahá'í
1	Persia/Írán	Persia/Iran
1	Pir-Muḥammad	Pir-Muhammad
1	Piramun-i-Kitáb-i-Hadrat-i-Báb	Piramun-i-Kitab-i-Hadrat-i-Bab
1	Port-Sa‘íd	Port-Sa'id
1	Prayerbook.-‘Abdu’l-Bahá	Prayerbook.-Abdu'l-Baha
1	Pul-i-Ḥasanabad	Pul-i-Hasanabad
1	PÁ<U>SH</U>Á	PASHA
1	PÁ<U>SH</U>Á.+	PASHA.+
66	Pá<u>sh</u>á	Pasha
3	Pá<u>sh</u>á	Páshá
13	Pá<u>sh</u>á's	Pasha's
1	Pá<u>sh</u>á's	Páshá's
1	Pá<u>sh</u>á,+	Pasha,+
1	Pá<u>sh</u>á-punari	Pasha-punari
8	Pá<u>sh</u>ás	Pashas
1	Pá<u>sh</u>áy-i-Máh-Kú'i	Pashay-i-Maku'i
2	Pá<u>sh</u>áy-i-Qibrisi	Pashay-i-Qibrisi
1	Q.-"<u>Sh</u>ay<u>kh</u>	Q.-"Shaykh
1	QASIDIY-I-VARQÁ'IYYIH	QASIDIY-I-VARQA'IYYIH
1	QAZVÍN	QAZVIN
5	QUR’ÁN	QUR'AN
2	Qabl-i-Muḥammad	Qabl-i-Muhammad
1	Qam-i-Avval-Bahá’í	Qam-i-Avval-Baha'i
1	Qambar-‘Alí	Qambar-'Ali
1	Qamus-i-Íqán	Qamus-i-Iqan
1	Qanbar-‘Alí	Qanbar-'Ali
1	Qanbar-‘Alí	Qanbar-'Alí
1	Qasidiy'i'Varqá'iyyih	Qasidiy'i'Varqa'iyyih
2	Qasidiy-i-'Izz-i-Varqá'iyyih}	Qasidiy-i-'Izz-i-Varqa'iyyih}
9	Qasidiy-i-Varqá'iyyih	Qasidiy-i-Varqa'iyyih
1	Qasidiy-i-Varqáiyyih	Qasidiy-i-Varqaiyyih
1	Qasidiy-i-Varqáyyih	Qasidiy-i-Varqayyih
1	Qasim-i-Nayrízí	Qasim-i-Nayrizi
1	Qasídiy-i-Varqá'iyyih	Qasídiy-i-Varqa'iyyih
1	Qavamu'd-Dín	Qavamu'd-Din
1	Qavvamu'd-Dín	Qavvamu'd-Din
1	Qayyamu'l-Asmá’	Qayyamu'l-Asmá
3	Qayyum-i-Asmá’	Qayyum-i-Asma
1	Qayy~mu'l-Asmá’	Qayy~mu'l-Asma
1	Qayyúm-i-Asmá’	Qayyúm-i-Asmá
1	Qayyúm-u'l-Asmá’	Qayyúm-u'l-Asmá
1	Qayyúmu’l-Asmá’	Qayyumu'l Asma
1	Qayyúmu’l-Asmá’	Qayyumu'l Asmá
22	Qayyúmu’l-Asmá’	Qayyumu'l-Asma
1	Qayyúmu’l-Asmá’	Qayyumu'l-Asmá
1	Qayyúmu’l-Asmá’	Qayyumul-Asmá
7	Qayyúmu’l-Asmá’	Qayyúmu'l-Asmá
1	Qayyúmu’l-Asmá’"the	Qayyumu'l-Asma'"the
1	Qayyúmu’l-Asmá’'s	Qayyumu'l-Asma's
1	Qayyúmu’l-Asmá’'s	Qayyumu'l-Asmá's
1	Qayyúmu’l-Asmá’'slightly	Qayyumu'l-Asma'slightly
1	Qayyúmu’l-Asmá’,{239}	Qayyumu'l-Asma,{239}
4	Qayyúmu’l-Asmá’}	Qayyumu'l-Asma'}
2	Qayyúmu’l-Asmá’}	Qayyumu'l-Asma}
1	Qayyúmu’l-Asmá’}	Qayyumu'l-Asmá'}
1	Qayyúmu’l-Asmá’}	Qayyumu'l-Asmá}
1	Qayyúmu’l-Asmá’}	Qayyumu’l-Asma’}
1	Qayyúmu’l-Asmá’}	Qayyúmu'l-Asmá}
41	Qazvín	Qazvin
1	Qazvín.{12}	Qazvin.{12}
1	Qiwamu'd-Dawlih	Qiwamu'd-Dawla
1	Qizoam?‘'d-Dawlih	Qizoam?‘'d-Dawla
1	Qtgyumu'I-Asmá’	Qtgyumu'I-Asma
1	Quasi-Bahá’í	Quasi-Baha'i
41	Quddús	Quddus
1	Quddús's	Quddus's
1	Quddús, Mullá Muḥammad-‘Alí	Quddus, Mulla Muhammad 'Ali
1	Quddús}	Quddus}
1	Qudsí	Ghodsee
1	Qulam	Golam
2	Qulam-‘Alí	Qulam-'Ali
2	Quli-<u>Kh</u>án	Quli-Khan
1	Qum-i-<u>Sh</u>áh	Qum-i-Shah
4	Qurban-‘Alí	Qurban-'Ali
1	Qurratu’l-Ayn	Kurrat-Ul-Ayne
2	Qur’án	Kor'an
41	Qur’án	Koran
3	Qur’án	Kur'an
2	Qur’án	Qu'ran
1	Qur’án	Qu'rán
105	Qur’án	Qur'an
17	Qur’án	Qur'án
7	Qur’án	Quran
2	Qur’án	Qurán
3	Qur’án	Qur’an
1	Qur’án's	Koran's
4	Qur’án's	Qur'an's
1	Qur’án's	Qur'án's
1	Qur’án):[22-	Qur'an):[22-
1	Qur’án,"In	Qur'an,"In
1	Qur’án,"}	Qur'an,"}
1	Qur’án-i-	Kur'an-i-
1	Qur’án-reciting	Koran-reciting
1	Qur’án-{Surat	Qur'an-{Surat
1	Qur’án-{Surat-an-Nasr}	Qur'an-{Surat-an-Nasr}
1	Qur’án-{an-Nisa'}	Qur'an-{an-Nisa'}
1	Qur’án/Or	Qur'án/Or
1	Qur’án:[7-	Qur'an:[7-
1	Qur’án?'[7-	Qur'an?'[7-
4	Qur’ánic	Koranic
1	Qur’ánic	Kur'anic
1	Qur’ánic	Qu'ránic
29	Qur’ánic	Qur'anic
5	Qur’ánic	Qur'ánic
7	Qur’ánic	Quranic
1	Qur’ánkunde	Korankunde
1	Qur’áns	Korans
2	Qur’áns	Qur'ans
1	Qur’áns}	Korans}
5	Qur’án}	Koran}
2	Qur’án}	Qur'an}
4	Qur’án}	Qur'án}
2	Qur’án}	Quran}
1	Qur’án}	Qur’an}
1	Qur’án’	Koran’
1	Qur’án—distinctively	Qur'an—distinctively
1	Qur’án—has	Qur'an—has
1	Qur’án—is	Qur'an—is
1	Qur’án—it	Qur'an—it
1	Qur’án’s	Qur’an’s
1	Qur’án—the	Qur'an—the
1	Qutbu'd-Dín	Qutbu'd-Din
1	Qutlugh-<u>Sh</u>áh	Qutlugh-Shah
1	Quyyumu'l-Asmá’	Quyyumu'l-Asmá
1	QÁJÁRS	QAJARS
1	QÁ’IM	QA'IM
1	QÁ’IM-MAQAM	QA'IM-MAQAM
8	Qá'in	Qa'in
1	Qá'iní	Qa'ini
40	Qájár	Qajar
1	Qájár	Qajár
1	Qájár,{167}	Qajar,{167}
17	Qájárs	Qajars
53	Qá’im	Qa'im
1	Qá’im	Qa-im
2	Qá’im	Qaim
1	Qá’im	Qa’im
15	Qá’im	Qá'im
1	Qá’im"—in	Qa'im"—in
3	Qá’im's	Qa'im's
1	Qá’im's	Qá'im's
9	Qá’im-Maqam	Qa'im-Maqam
2	Qá’im-Maqam's	Qa'im-Maqam's
2	Qá’im-Maqam-i-Farahani	Qa'im-Maqam-i-Farahani
2	Qá’im-Maqami	Qa'im-Maqami
4	Qá’im-Maqám	Qá'im-Maqám
1	Qá’im-i-Al-i-Muḥammad	Qa'im-i-Al-i-Muhammad
1	Qá’im.30s	Qa'im.30s
1	Qá’im?...'[2]Furthermore	Qa'im?...'[2]Furthermore
2	Qá’im}	Qa'im}
2	Qá’im}	Qá'im}
1	Qá’im—let	Qa'im—let
1	RA<U>SH</U>T	RASHT
3	RABBÁNÍ	RABBANI
1	RABBÁNÍ'S	RABBANI'S
1	RAMAḌÁN	RAMADAN
1	RAḤMAT	RAHMAT
1	RAḤMAT'S	RAHMAT'S
1	RAḤÍM	RAHIM
1	RAḤÍMIYAN	RAHIMIYAN
1	RAḤÍMKHAN	RAHIMKHAN
9	RIḌVÁN	RIDVAN
1	RIḌVÁN'S	RIDVAN'S
1	RIḌVÁNI	RIDVANI
1	RIḌVÁNU'LLAH	RIDVANU'LLAH
2	RIḌÁ	REZA
2	RIḌÁ	RIDA
28	Ra<u>sh</u>t	Rasht
4	Ra<u>sh</u>t	Resht
1	Ra<u>sh</u>t.{13}	Rasht.{13}
1	Ra<u>sh</u>t~s	Rasht~s
8	Ra<u>sh</u>tí	Rashti
2	Ra<u>sh</u>tí	Rashtí
1	Ra<u>sh</u>tí's	Rashti's
1	Ra<u>sh</u>tí’s	Rashti’s
1	Ra<u>sh</u>íd	Rasheed
2	Rabbiya'l-Abhá	Rabbiya'l-Abha
67	Rabbání	Rabbani
1	Rabbání	Rabbaní
4	Rabbání's	Rabbani's
1	Rabbání,+	Rabbani,+
1	Rabbání.[1](pp	Rabbani.[1](pp
1	Rabbání\	Rabbani\
1	Radiyu'd-Dín	Radiyu'd-Din
1	Rafi'-i-Núrí	Rafi'-i-Nuri
1	Rahnamih-i-Kitáb	Rahnamih-i-Kitab
1	Rajab'‘Alí	Rajab'Ali
1	Rajab-Ramaḍán	Rajab-Ramadán
3	Rajab-‘Alí	Rajab-'Ali
2	Rajab-‘Alí	Rajab-'Alí
1	Rajab-‘Alí,+	Rajab-'Ali,+
2	Rajab-‘Alíy-i-Qahir	Rajab-'Aliy-i-Qahir
1	Rajab-‘Alíy-i-Qahir	Rajab-Aliy-i-Qahir
1	Rajab-‘Alíy-i-Qahír	Rajab-'Alíy-i-Qahír
31	Ramaḍán	Ramadan
2	Ramaḍán	Ramadán
1	Ramaḍán's	Ramadan's
1	Ramaḍán[E	Ramadan[E
1	Ramaḍáns	Ramadans
1	Rashi'du'd-Dín	Rashi'du'd-Din
1	Rashid-i-Sulṭán	Rashid-i-Sultan
1	Rashid-ul-Sulṭán	Rashid-ul-Sultan
1	Rashidi'd-Dín	Rashidi'd-Din
2	Rashidu'd-Dín	Rashidu'd-Din
1	Rashidu's-Sulṭán	Rashidu's-Sultan
1	Rawdih-<u>Kh</u>án	Rawdih-Khan
1	Rawdih-<u>Kh</u>án-i-Yazdí}	Rawdih-Khan-i-Yazdi}
10	Raḥmat	Rahmat
2	Raḥmat's	Rahmat's
1	Raḥmat'u'lhih	Rahmat'u'lhih
1	Raḥmat'ullah	Rahmat'ullah
1	Raḥmat-abad	Rahmat-abad
16	Raḥím	Rahim
2	Raḥím's	Rahim's
1	Raḥími	Rahimi
1	Raḥímpur	Rahimpur
1	Raḥím}	Rahim}
4	Riday-i-<u>Sh</u>írází	Riday-i-Shirazi
1	Riday-i-Iṣfahán	Riday-i-Isfahan
2	Riday-i-Iṣfahání	Riday-i-Isfahani
2	Riday-i-Kirmání	Riday-i-Kirmani
1	Riday-i-Muḥammad-Abadiy-i-Yazdí	Riday-i-Muhammad-Abadiy-i-Yazdi
1	Riday-i-Qannad-i-<u>Sh</u>írází	Riday-i-Qannad-i-Shirazi
1	Riday-i-Yazdí	Riday-i-Yazdi
1	Ridv&‘Alí	Ridv&Ali
1	Ridvti-‘Alí	Ridvti-Ali
1	Rij'at-i-Ḥusayni	Rij'at-i-Husayni
95	Riḍván	Ridvan
14	Riḍván	Ridván
2	Riḍván	Ridwan
1	Riḍván	Rizvan
6	Riḍván	Rizwan
1	Riḍván'ia	Rizvan'ia
2	Riḍván's	Ridvan's
1	Riḍván+	Ridvan+
1	Riḍván,"in	Rizwan,"in
1	Riḍván,+	Ridvan,+
2	Riḍván-‘Alí	Ridvan-'Ali
1	Riḍván.+	Ridvan.+
1	Riḍván.3g	Rizwan.3g
1	Riḍván;{22}	Ridvan;{22}
1	Riḍváni	Ridwani
1	Riḍvánia	Ridwania
1	Riḍvánia}	Rizvania}
2	Riḍvániyyih	Ridvaniyyih
1	Riḍvánu'l-'Adl	Ridvanu'l-'Adl
1	Riḍvánu'l-'Adl	Ridvánu'l-'Adl
1	Riḍvánu'l-'Adl	Ridwanu'l-'Adl
1	Riḍvánu'l-'Adl}	Ridwanu'l-'Adl}
1	Riḍvánu'l-Iqrar	Ridvanu'l-Iqrar
1	Riḍvánu'llah	Ridvanu'llah
3	Riḍván}	Ridvan}
13	Riḍá	Reza
43	Riḍá	Rida
3	Riḍá	Ridá
14	Riḍá	Riza
1	Riḍá	Riḍa
4	Riḍá'iyyih	Rida'iyyih
1	Riḍá's	Reza's
6	Riḍá's	Rida's
2	Riḍá's	Riza's
1	Riḍá'}	Rida'}
1	Riḍá'íyyih	Ridá'íyyih
1	Riḍá-<u>Kh</u>án	Ridá-Khán
1	Riḍá-Kuli	Riza-Kuli
14	Riḍá-Quli	Rida-Quli
5	Riḍá-Quliy-i-Tafrí<u>sh</u>í	Rida-Quliy-i-Tafrishi
1	Riḍá-Qulí	Ridá-Qulí
1	Riḍá-quh	Riza-quh
1	Riḍá-yi-Kirmání	Rida-yi-Kirmani
1	Riḍáy-i-_<u>Sh</u>írází	Riḍáy-i-_Shírází
2	Riḍá}	Rida}
1	Rouh-Alláh	Rouh-Allah
1	Rukni'd-Dín	Rukni'd-Din
1	Ruknu'd-Dawlih	Ruknu'd-Dawla
1	Ruknu'd-Dín	Ruknu'd-Din
1	Rustam-i-Bahrám	Rustam-i-Bahram
2	Rustam-‘Alí	Rustam-'Ali
3	RÚḤU’LLÁH	RUHU'LLAH
2	RÚḤÁNI	ROUHANI
1	RÚḤÁNI'S	ROUHANI'S
1	RÚḤÍ	RUHI
9	RÚḤÍYYIH	RUHIYYIH
1	RÚḤÍYYIH	RÚHÍYYIH
2	Rúdakí	Rudaki
1	Rúḥu’lláh	Ruh'u'llah
3	Rúḥu’lláh	Ruhollah
25	Rúḥu’lláh	Ruhu'llah
3	Rúḥu’lláh	Ruhullah
1	Rúḥu’lláh	Ruhu’llah
1	Rúḥu’lláh	Rúḥu'llah
1	Rúḥu’lláh	Rúḥu'lláh
6	Rúḥu’lláh's	Ruhu'llah's
2	Rúḥu’lláh'who	Ruhu'llah'who
1	Rúḥu’lláh-i-Varqá	Ruhu'llah-i-Varqa
2	Rúḥu’lláh}	Ruhu'llah}
2	Rúḥá	Rouha
16	Rúḥá	Ruha
1	Rúḥá	Rúhá
2	Rúḥá's	Ruha's
5	Rúḥángeze	Rouhangeze
2	Rúḥángiz	Rouhangiz
3	Rúḥángiz	Ruhangiz
1	Rúḥánguiz	Rouhanguiz
1	Rúḥángíz	Rúhangíz
8	Rúḥáni	Rouhani
2	Rúḥáni	Ruhani
